id,cell_type,chdir_norm,ctrl_ids,curator,geo_id,hs_gene_symbol,mm_gene_symbol,organism,pert_ids,pert_type,platform,version
gene:377,Testis from 17 day old,,GSM692977|GSM692978|GSM692979|GSM692980|GSM692981,cadimo,GSE28025,MYBL1,Mybl1,mouse,GSM692972|GSM692973|GSM692974|GSM692975|GSM692976,KO,GPL1261,1.0
gene:376,Testis from 14 day old,,GSM692969|GSM692970|GSM692971,cadimo,GSE28025,MYBL1,Mybl1,mouse,GSM692964|GSM692965|GSM692966|GSM692967|GSM692968,KO,GPL1261,1.0
gene:374,Na&Atilde;&macr;ve CD8 T cells,,GSM738381|GSM738382,cadimo,GSE29797,TSC1,Tsc1,mouse,GSM738383|GSM738384,Deficiency,GPL11180,1.0
gene:373,Na&Atilde;&macr;ve CD4  T cells,,GSM738363|GSM738367|GSM738370,cadimo,GSE29797,TSC1,Tsc1,mouse,GSM738373|GSM738377|GSM738379,Deficiency,GPL11180,1.0
gene:372,Otic vesicle derived 2B1 cells,,GSM556788|GSM556789,cadimo,GSE22381,DLX5,Dlx5,mouse,GSM556786|GSM556787,OE,GPL1261,1.0
gene:371,SW480 - Colorectal cancer cell line,,GSM368866|GSM368867,cadimo,GSE14773,SNAI1,Snai1,human,GSM368868|GSM368869,OE,GPL570,1.0
gene:370,IL-28B,,GSM1024521|GSM1024522|GSM1024523|GSM1024524|GSM1024525|GSM1024526|GSM1024527|GSM1024528|GSM1024529|GSM1024530,BHANUPRAKASH,GSE41804,EPCAM,Epcam,human,GSM1024541|GSM1024542|GSM1024543|GSM1024544|GSM1024545|GSM1024546|GSM1024547|GSM1024548|GSM1024549|GSM1024550,OE,GPL570,1.0
gene:2693,breast,,GSM232040|GSM232041|GSM232042,Tolen,GSE9187,MTDH,Mtdh,human,GSM232043|GSM232044|GSM232045,KD,GPL4133,1.0
gene:379,Embryonic kidney from E12.5 embryos (&Icirc;&sup2;-catGOF-UB mutant),,GSM243346|GSM243347|GSM243348,cadimo,GSE20325,CTNNB1,,mouse,GSM509260|GSM509261|GSM509262,OE,GPL1261,1.0
gene:378,Embryonic palatal tissue,,GSM565084|GSM565085|GSM565086|GSM565087|GSM565088,cadimo,GSE22989,TGFB2,Tgfb2,mouse,GSM564967|GSM564968|GSM564969|GSM564970|GSM564971,KD,GPL1261,1.0
gene:2692,Rheumatoid arthritic synovium,,GSM607508|GSM609031|GSM609033|GSM609035|GSM609037|GSM609386|GSM609388|GSM609390|GSM609392|GSM609394|GSM609396|GSM609398,VICENTE,GSE24742,MS4A1,Ms4a1,human,GSM607509|GSM609032|GSM609034|GSM609036|GSM609038|GSM609387|GSM609389|GSM609391|GSM609393|GSM609395|GSM609397|GSM609399,blockade of gene product (CD20),GPL570,1.0
gene:2695,Liver,,GSM1363742|GSM1363743,Carolet,GSE56557,DNAJC7,Dnajc7,mouse,GSM1363748|GSM1363749|GSM1363750,KO,GPL4134,1.0
gene:2694,Liver,,GSM1363739|GSM1363740|GSM1363741,Carolet,GSE56557,DNAJC7,Dnajc7,mouse,GSM1363745|GSM1363746|GSM1363747,KO,GPL4134,1.0
gene:391,Hearts,,GSM744482|GSM744483|GSM744484|GSM744485|GSM744486,cadimo,GSE30076,EZH2,Ezh2,mouse,GSM744487|GSM744488|GSM744489|GSM744490,Deficiency,GPL6246,1.0
gene:2262,Skin fibroblast,,GSM415037|GSM415038|GSM415039|GSM415040,cadimo,GSE16524,TWIST2,Twist2,human,GSM415041|GSM415042|GSM415043|GSM415044,Q119X Homozygous Mutation,GPL570,1.0
gene:2263,Striatum - 6 weeks,,GSM1479258|GSM1479259|GSM1479260,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479255|GSM1479256|GSM1479257,KO,GPL1261,1.0
gene:2264,Striatum - 12 weeks,,GSM1479264|GSM1479265|GSM1479266,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479261|GSM1479262|GSM1479263,KO,GPL1261,1.0
gene:2265,Striatum- 24 weeks,,GSM1479270|GSM1479271|GSM1479272,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479267|GSM1479268|GSM1479269,KO,GPL1261,1.0
gene:2266,Striatum - 18 months,,GSM1479288|GSM1479289|GSM1479290,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479285|GSM1479286|GSM1479287,KO,GPL1261,1.0
gene:2267,Midbrain - 6 weeks,,GSM1479241|GSM1479242|GSM1479243,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479238|GSM1479239|GSM1479240,KO,GPL1261,1.0
gene:2268,Midbrain - 12 weeks,,GSM1479247|GSM1479248,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479244|GSM1479245|GSM1479246,KO,GPL1261,1.0
gene:2269,Midbrain - 24 weeks,,GSM1479252|GSM1479253|GSM1479254,cadimo,GSE60413,PINK1,Pink1,mouse,GSM1479249|GSM1479250|GSM1479251,KO,GPL1261,1.0
gene:2696,MDA-MB-231 breast cancer cells,,GSM373301|GSM373302|GSM373306,MicrotaskManic,GSE14943,CDH11,Cdh11,human,GSM373300|GSM373303|GSM373305|GSM373308,KD,GPL96,1.0
gene:2941,Liver tumoral tissue (having hepatocellular carcinoma),,GSM1539797|GSM1539798|GSM1539799|GSM1539800|GSM1539801,cadimo,GSE63062,MAT1A,Mat1a,mouse,GSM1539807|GSM1539808|GSM1539809|GSM1539810|GSM1539811,KO,GPL8321,1.0
gene:394,adipose tissue,,GSM624123|GSM624124,solomoniyi,GSE25423,KDM1A,Kdm1a,mouse,GSM624121|GSM624122,KD,GPL1261,1.0
gene:578,UM-UC-3 bladder carcinoma cells,,GSM860661|GSM860662,vmathur,GSE35014,ARHGDIB,Arhgdib,human,GSM860663|GSM860664,Transfection,GPL570,1.0
gene:575,L428-PAX5,,GSM1081178|GSM1081179|GSM1081180,solomoniyi,GSE44244,PAX5,Pax5,human,GSM1081190|GSM1081191|GSM1081192,OE,GPL6244,1.0
gene:574,L428,,GSM1081175|GSM1081176|GSM1081177,solomoniyi,GSE44244,PAX5,Pax5,human,GSM1081187|GSM1081188|GSM1081189,OE,GPL6244,1.0
gene:577,HepG2,,GSM720616|GSM720618,vmathur,GSE29084,HNF4A,Hnf4a,human,GSM720617|GSM720619,KD,GPL570,1.0
gene:571,skeletal muscle,,GSM1326546|GSM1326547|GSM1326548,solomoniyi,GSE54917,TP53INP2,Trp53inp2,mouse,GSM1326543|GSM1326544|GSM1326545,KO,GPL11180,1.0
gene:570,brain,,GSM988375|GSM988376|GSM988377,solomoniyi,GSE40207,CLPP,Clpp,mouse,GSM988378|GSM988379|GSM988380,KO,GPL11180,1.0
gene:573,anxiety disorders,,GSM902380|GSM902381|GSM902382|GSM902383|GSM902384,solomoniyi,GSE36819,GLO1,Glo1,mouse,GSM902375|GSM902376|GSM902377|GSM902378|GSM902379,OE,GPL6246,1.0
gene:572,skeletal muscle,,GSM1326552|GSM1326553|GSM1326554,solomoniyi,GSE54917,TP53INP2,Trp53inp2,mouse,GSM1326549|GSM1326550|GSM1326551,OE,GPL11180,1.0
gene:2893,MCF-7 breast tumor cell line,,GSM388436|GSM388437|GSM388438,cadimo,GSE15481,TFAP2C,Tfap2c,human,GSM388427|GSM388428|GSM388429,Silencing - siRNA2,GPL570,1.0
gene:2833,Splenic B-cells,,GSM1303878|GSM1303879,Tolen,GSE53946,BTK,Btk,mouse,GSM1303876|GSM1303877,KO,GPL1261,1.0
gene:2892,MCF-7 breast tumor cell line,,GSM388436|GSM388437|GSM388438,cadimo,GSE15481,TFAP2C,Tfap2c,human,GSM388424|GSM388425|GSM388426,Silencing - siRNA1,GPL570,1.0
gene:2810,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,PAX5,Pax5,human,GSM1224092|GSM1224137|GSM1224171,KD,GPL10558,1.0
gene:2891,MCF-7 breast adenocarcinoma cells - 4 Hours,,GSM606107|GSM606108|GSM606109,cadimo,GSE24592,MAPK1,Mapk1,human,GSM606113|GSM606114|GSM606115,KD,GPL571,1.0
gene:3111,Microvascular endothelial cells,,GSM50771|GSM50772|GSM50773,VICENTE,GSE2638,TNF,Tnf,human,GSM50774|GSM50775|GSM50776,Stimulation of gene product,GPL96,1.0
gene:3110,Renal mesangial cells,,GSM48386|GSM48392,VICENTE,GSE2558,TGFBR1,Tgfbr1,mouse,GSM48394|GSM48395,Stimulation of gene product,GPL1261,1.0
gene:2890,Huh7,,GSM1261609|GSM1261610|GSM1261611|GSM1261612,Apozar,GSE52232,HDAC2,Hdac2,human,GSM1261613|GSM1261614|GSM1261615|GSM1261616,KD,GPL6883,1.0
gene:3117,A375P,,GSM904726|GSM904727,joagap,GSE36879,PPARGC1A,Ppargc1a,human,GSM904724|GSM904725|GSM904728|GSM904730|GSM904731,KD,GPL571,1.0
gene:3116,U20S,,GSM347892|GSM347893|GSM347894|GSM347904|GSM347905|GSM347906,joagap,GSE14428,PPRC1,Pprc1,human,GSM347895|GSM347896|GSM347897|GSM347907|GSM347908|GSM347909,KD,GPL6102,1.0
gene:3119,Ls174T,,GSM461942|GSM461944|GSM461949|GSM461951|GSM461953,joagap,GSE18560,CTNNB1,,human,GSM461943|GSM461945|GSM461946|GSM461947|GSM461948|GSM461950|GSM461952,KD,GPL570,1.0
gene:2897,MCF-7 BREAST CANCER cell line,,GSM1187094|GSM1187095|GSM1187096|GSM1187097|GSM1187098|GSM1187099,cadimo,GSE48928,SPDEF,Spdef,human,GSM1187106|GSM1187107|GSM1187108|GSM1187109|GSM1187110|GSM1187111,KD,GPL10558,1.0
gene:2466,liver,,GSM121554|GSM121555|GSM121556,AliDot,GSE5348,ATP7B,Atp7b,mouse,GSM121547|GSM121550|GSM121552,KO,GPL339,1.0
gene:1999,primary hepatocytes,,GSM100054|GSM100055|GSM100061|GSM100062|GSM100063|GSM100064,Andrew,GSE4451,MET,Met,mouse,GSM100050|GSM100052|GSM100065|GSM100066|GSM100067|GSM100068,knockout,GPL1536,1.0
gene:2895,MCF-7 breast tumor cell line,,GSM388436|GSM388437|GSM388438,cadimo,GSE15481,TFAP2C,Tfap2c,human,GSM388430|GSM388431|GSM388432,Silencing - siRNA3,GPL570,1.0
gene:2460,medial gastrocnemius,,GSM40072|GSM40073|GSM40074|GSM40075|GSM40076|GSM40080|GSM40081|GSM40082|GSM40083|GSM40088,AliDot,GSE2198,GYS1,Gys1,mouse,GSM40084|GSM40085|GSM40086|GSM40087|GSM40089,OE,GPL339,1.0
gene:2461,retina,,GSM130322|GSM130323|GSM130324,AliDot,GSE5581,RS1,Rs1,mouse,GSM130325|GSM130326|GSM130327,KO,GPL339,1.0
gene:1991,keratinocytes,,GSM652199|GSM652202|GSM652205|GSM652208,Andrew,GSE26523,EPHA4,Epha4,human,GSM652201|GSM652204|GSM652207|GSM652210,drugactivation,GPL571,1.0
gene:1990,keratinocytes,,GSM652199|GSM652202|GSM652205|GSM652208,Andrew,GSE26523,EPHB2,Ephb2,human,GSM652200|GSM652203|GSM652206|GSM652209,drugactivation,GPL571,1.0
gene:1995,CD4+ or CD8+ T-cells stimulated with anti-CD3,,GSM313197|GSM313198|GSM313201,Andrew,GSE12465,ITK,Itk,mouse,GSM313199|GSM313200|GSM313202,knockout,GPL1261,1.0
gene:1994,CD4+ or CD8+ T-cells,,GSM313189|GSM313190|GSM313194,Andrew,GSE12465,ITK,Itk,mouse,GSM313191|GSM313192|GSM313193|GSM313195|GSM313196,knockout,GPL1261,1.0
gene:621,Whisker pads,,GSM835207|GSM835208|GSM835209,vmathur,GSE33766,TRPS1,Trps1,mouse,GSM835210|GSM835211|GSM835212,Mutation,GPL339,1.0
gene:2899,mammary gland luminal epithelial cells,,GSM1148294|GSM1148295|GSM1148296,HollyWoodland,GSE47375,RUNX1,Runx1,mouse,GSM1148297|GSM1148298|GSM1148299,KO,GPL1261,1.0
gene:2898,uterus,,GSM568946|GSM568947|GSM568948,HollyWoodland,GSE53812,ESR1,Esr1,mouse,GSM1301143|GSM1301144|GSM1301145,KO,GPL4134,1.0
gene:3025,PC3 and 22RV1,,GSM1211848|GSM1211849|GSM1211851|GSM1211853|GSM1211854|GSM1211856|GSM1211858|GSM1211859|GSM1211861,mkm204,GSE50002,TWIST1,Twist1,mouse,GSM1211847|GSM1211850|GSM1211852|GSM1211855|GSM1211857|GSM1211860,OE,GPL6246,1.0
gene:3024,lung,,GSM1378008|GSM1378009|GSM1378010,,GSE57256,TMEM100,Tmem100,mouse,GSM1378011|GSM1378012|GSM1378013,KO,GPL6885,1.0
gene:2518,liver,,GSM1259425|GSM1259426|GSM1259427,candicek,GSE52106,HES1,Hes1,mouse,GSM1259431|GSM1259432|GSM1259433,KO,GPL4134,1.0
gene:2519,embryo forelimbs,,GSM736648|GSM736649|GSM736650|GSM736651|GSM736652|GSM736653|GSM736654|GSM736655|GSM736656,candicek,GSE29694,CHSY1,Chsy1,mouse,GSM736657|GSM736658|GSM736659|GSM736660|GSM736661|GSM736662|GSM736663|GSM736664|GSM736665|GSM736666|GSM736667|GSM736668|GSM736669,KO,GPL4134,1.0
gene:2945,kidney,,GSM600319|GSM600320|GSM600321,lrallison,GSE24352,PKD1,Pkd1,mouse,GSM600322|GSM600323|GSM600324,KO,GPL6887,1.0
gene:3020,SCC-2 squamous cell carcinoma cells,,GSM1024470|GSM1024471,maroulisv,GSE41799,ZMPSTE24,Zmpste24,human,GSM1024468|GSM1024469,KD,GPL10558,1.0
gene:3023,Retinas of R7E,,GSM84313|GSM84314|GSM84315|GSM84316,ames88cav,GSE3634,ATXN7,Atxn7,mouse,GSM84333|GSM84334|GSM84335|GSM84336|GSM84337|GSM84338,OE,GPL339,1.0
gene:3022,MDA-MB-231 breast adenocarcinoma cells,,GSM1024478|GSM1024479,maroulisv,GSE41799,ZMPSTE24,Zmpste24,human,GSM1024476|GSM1024477,KD,GPL10558,1.0
gene:2510,"white adipose tissue, regular chow diet",,GSM913960|GSM913961|GSM913962,candicek,GSE37218,AHNAK,Ahnak,mouse,GSM913963|GSM913964|GSM913965,KO,GPL6246,1.0
gene:2511,"white adipose tissue, high fat diet",,GSM913966|GSM913967|GSM913968,candicek,GSE37218,AHNAK,Ahnak,mouse,GSM913969|GSM913970|GSM913971,KO,GPL6246,1.0
gene:2516,"testes, 49d",,GSM969897|GSM969899|GSM969902|GSM969904|GSM969913|GSM969918,nbongio,GSE39480,NSUN2,Nsun2,mouse,GSM969901|GSM969906|GSM969909|GSM969911|GSM969914|GSM969916,KO,GPL6887,1.0
gene:2517,mandibular molars,,GSM1236386|GSM1236387|GSM1236388|GSM1236389|GSM1236390|GSM1236391|GSM1236392|GSM1236393,candicek,GSE51034,RPS6KA3,Rps6ka3,mouse,GSM1236394|GSM1236395|GSM1236396|GSM1236397|GSM1236398|GSM1236399|GSM1236400|GSM1236401,KO,GPL6246,1.0
gene:2514,whole brain,,GSM13300|GSM13355|GSM13356,HollyWoodland,GSE857,HTT,Htt,mouse,GSM13360|GSM13361|GSM13362|GSM13363,Huntington's Disease mutation,GPL81,1.0
gene:2515,testes,,GSM969900|GSM969907|GSM969908|GSM969910|GSM969915|GSM969917,nbongio,GSE39480,NSUN2,Nsun2,mouse,GSM969896|GSM969898|GSM969903|GSM969905|GSM969912|GSM969919,KO,GPL6887,1.0
gene:2944,bronchial muscle cells,,GSM116104|GSM116105|GSM116106,ames88cav,GSE5145,VDR,Vdr,human,GSM116101|GSM116102|GSM116103,OE,GPL570,1.0
gene:2383,"P1 mouse eyeball Brg1 lens-conditional knockout genotype/variation: Brg1_cKO1 strain: mixed background (Gebuhr TC, Kovalev GI, Bultman S, Godfrey V, Su L, Magnuson T. The role of Brg1, a catalytic subunit of mammalian chromatin-remodeling complexes, in T cell development. J Exp Med. 2003 Dec 15;198(12):1937-49.) age: P1",,GSM1021209|GSM1021210|GSM1021211,gszeto,GSE41608,SMARCA4,Smarca4,mouse,GSM1021212|GSM1021213|GSM1021214,KO,GPL8321,1.0
gene:805,HeLa,,GSM155730|GSM155731,lkwhite,GSE6767,DROSHA,Drosha,human,GSM155732|GSM155733,KD,GPL570,1.0
gene:807,U97 cells,,GSM491545|GSM491546,lkwhite,GSE19690,MIR20A,,human,GSM491547|GSM491548,KD,GPL570,1.0
gene:806,SW480,,GSM284854|GSM284855,lkwhite,GSE11279,EZR,Ezr,human,GSM284856|GSM284857,KD,GPL570,1.0
gene:803,heart,,GSM35562|GSM35563|GSM35564|GSM35566,,GSE1988,NOS3,Nos3,mouse,GSM35542|GSM35543|GSM35561,KO,GPL339,1.0
gene:2947,liver,,GSM499595|GSM499596|GSM499597,lrallison,GSE19997,POU4F1,Pou4f1,mouse,GSM499601|GSM499602|GSM499603,KO,GPL1261,1.0
gene:2946,kidney,,GSM600325|GSM600326|GSM600327,lrallison,GSE24352,PKD1,Pkd1,mouse,GSM600328|GSM600329|GSM600330,KO,GPL6887,1.0
gene:2970,siRNA treated MCF-7 breast carcinoma cell line,,GSM388433|GSM388434|GSM388435,gszeto,GSE15481,TFAP2C,Tfap2c,human,GSM388430|GSM388431|GSM388432,KD,GPL570,1.0
gene:2795,HapMap lymphoblastoid cell line,,GSM1224066|GSM1224079|GSM1224081|GSM1224098|GSM1224104|GSM1224120|GSM1224123|GSM1224146|GSM1224147|GSM1224154|GSM1224168|GSM1224175|GSM1224238|GSM1224239|GSM1224240|GSM1224241|GSM1224242|GSM1224243,Bodolino,GSE50588,KLF13,Klf13,human,GSM1224070|GSM1224119|GSM1224186,KD,GPL10558,1.0
gene:2972,Human Umbilical Vein Endothelial Cells (HUVEC) transfected with Locked Nucleic Acid (LNA) oligonucleotides against miR-210 or a control scramble sequence,,GSM424765|GSM424766|GSM424767,gszeto,GSE16962,MIR210,,human,GSM424768|GSM424769|GSM424770,KD,GPL570,1.0
gene:2974,"Ramos cells; cell type: human Burkitt lymphoma; dsmz no.: ACC 603 origin: established from the ascitic fluid of a 3-year-old boy with American-type Burkitt lymphoma in 1972; cells were described to be EBV-negative but EBV infectible, to carry the (8;14) translocation and p53 mutations",,GSM428956|GSM428957|GSM428958,gszeto,GSE17129,IKBKB,Ikbkb,human,GSM428959|GSM428960|GSM428961,expression of a constitutively active allele of the I&Icirc;&ord,GPL570,1.0
gene:2975,HEK293 cells were transfected 72h with siRNA BAHD1 or siRNA control,,GSM402824|GSM402825|GSM402826,gszeto,GSE16097,BAHD1,Bahd1,human,GSM402827|GSM402828|GSM402829,KD,GPL570,1.0
gene:970,Sciatic nerve,,GSM34798|GSM34799|GSM34800|GSM34801|GSM34802|GSM34803,shvetank,GSE1947,PMP22,Pmp22,mouse,GSM34807|GSM34808|GSM34809|GSM34815|GSM34816,OE,GPL81,1.0
gene:973,Hematopeotic cells,,GSM48917|GSM48918|GSM48921|GSM48922,shvetank,GSE2592,RUNX1,Runx1,mouse,GSM48919|GSM48920|GSM48923|GSM48924,KO,GPL1261,1.0
gene:972,Testis,,GSM41498|GSM41501|GSM41503|GSM41505|GSM41510,shvetank,GSE2260,RPS4X,,mouse,GSM41500|GSM41502|GSM41504|GSM41506|GSM41509,KO,GPL8321,1.0
gene:974,Liver,,GSM102084|GSM102085|GSM102086|GSM102087|GSM102088|GSM102089,shvetank,GSE4612,ABCB4,Abcb4,mouse,GSM102090|GSM102091|GSM102092|GSM102093|GSM102094|GSM102095,KO,GPL339,1.0
gene:976,splenic B cells,,GSM61837|GSM61838,Xavier,GSE2826,BTK,Btk,mouse,GSM61839|GSM61840,Missense mutation R28C,GPL81,1.0
gene:979,megacariocytes,,GSM45786|GSM45787,Xavier,GSE2433,GATA1,Gata1,mouse,GSM45788|GSM45789,DeltaN mutation,GPL1261,1.0
gene:978,Intestine,,GSM133479|GSM133480,shvetank,GSE5715,CFTR,Cftr,mouse,GSM133466|GSM133467|GSM133468|GSM133469|GSM133470|GSM133476|GSM133477|GSM133478,KO,GPL1261,1.0
gene:2977,"OCUBM cells, mammary gland Breast Cancer",,GSM118361|GSM118362,gszeto,GSE5225,IGF1R,Igf1r,human,GSM118363|GSM118364,OE,GPL570,1.0
gene:2871,A375P,,GSM904724|GSM904725,pdish,GSE36879,PPARGC1A,Ppargc1a,human,GSM904730|GSM904731,KD,GPL571,1.0
gene:2870,A375P,,GSM904724|GSM904725,pdish,GSE36879,PPARGC1A,Ppargc1a,human,GSM904728|GSM904729,KD,GPL571,1.0
gene:2873,LNCaP-abl,,GSM1072826|GSM1072827,pdish,GSE43881,HIPK2,Hipk2,human,GSM1072825|GSM1072828,KD,GPL570,1.0
gene:1351,ES cells,,GSM857336|GSM857337|GSM857338|GSM857339|GSM857340,FabioAmaral,GSE34904,SOX2,Sox2,human,GSM857360|GSM857361|GSM857362|GSM857363|GSM857364,KD,GPL10558,1.0
gene:1350,ES cells,,GSM857336|GSM857337|GSM857338|GSM857339|GSM857340,FabioAmaral,GSE34904,POU5F1,Pou5f1,human,GSM857352|GSM857353|GSM857354|GSM857355|GSM857356,KD,GPL10558,1.0
gene:1353,ES cells,,GSM659775|GSM659776|GSM659777|GSM659778,FabioAmaral,GSE26830,TET1,Tet1,mouse,GSM659779|GSM659780|GSM659781|GSM659782,KD,GPL1261,1.0
gene:1352,ES cells,,GSM738388|GSM738389|GSM738390,FabioAmaral,GSE29798,,Panct1,mouse,GSM738385|GSM738386|GSM738387,KD,GPL1261,1.0
gene:1355,ES cells,,GSM410554|GSM410802|GSM410829,FabioAmaral,GSE16364,MTF2,Mtf2,mouse,GSM410803|GSM410804|GSM410830,KD,GPL1261,1.0
gene:1354,ES cells,,GSM632120|GSM632122,FabioAmaral,GSE25737,GMNN,Gmnn,mouse,GSM632119|GSM632121,KD,GPL1261,1.0
gene:1357,hepatic differentiated from ES cell,,GSM624094|GSM624095|GSM624096,FabioAmaral,GSE25417,HNF4A,Hnf4a,human,GSM624098|GSM624099|GSM624100,KD,GPL570,1.0
gene:1356,ES cells,,GSM283501|GSM283502|GSM283503|GSM283504,FabioAmaral,GSE11240,KAT5,Kat5,mouse,GSM283508|GSM283645|GSM283685|GSM283686,KD,GPL4134,1.0
gene:2875,MEF,,GSM718745|GSM718746,mauroccm,GSE29010,PTEN,Pten,mouse,GSM718749|GSM718750,KD,GPL8321,1.0
gene:2874,LNCaP-abl,,GSM1072826|GSM1072827,pdish,GSE43881,MED19,Med19,human,GSM1072829|GSM1072830,KD,GPL570,1.0
gene:3030,SBC-5,,GSM996505|GSM996506|GSM996509|GSM996510|GSM996513|GSM996514,Apozar,GSE40558,EGR4,Egr4,human,GSM996507|GSM996508|GSM996511|GSM996512|GSM996515|GSM996516,KD,GPL6480,1.0
gene:3031,CL1-0,,GSM374545|GSM374546|GSM374547,Apozar,GSE14995,JAG1,Jag1,human,GSM374548|GSM374549|GSM374550,OE,GPL570,1.0
gene:1517,Uterine fibroid tissue,,GSM52678|GSM52680,HollyWoodland,GSE2725,FH,Fh1,human,GSM52673|GSM52674|GSM52675|GSM52676|GSM52677,KD,GPL96,1.0
gene:1516,B cell,,GSM665893|GSM665896|GSM665897|GSM665898,stevann,GSE27028,JUN,Jun,mouse,GSM665894|GSM665895|GSM665899|GSM665900,KO,GPL6246,1.0
gene:1515,Analysis of cochleas,,GSM109462|GSM109463|GSM109464|GSM109465|GSM109466,VICENTE,GSE4866,POLG,Polg,mouse,GSM109467|GSM109468|GSM109470|GSM109471|GSM109472,Mutation,GPL1261,1.0
gene:1510,Alveolar type I cells,,GSM788602|GSM788603|GSM788604,VICENTE,GSE31797,INSIG1,Insig1,mouse,GSM788631|GSM788632|GSM788637,KO,GPL1261,1.0
gene:3039,mESC mouse embryonic stem cells,,GSM1339556|GSM1339557|GSM1339558,maroulisv,GSE55578,TRPM7,Trpm7,mouse,GSM1339553|GSM1339554|GSM1339555,KO,GPL6887,1.0
gene:1519,bone marrow macrophages (BMMs),,GSM1190948|GSM1190952|GSM1190956,gszeto,GSE48970,STAT1,Stat1,mouse,GSM1190947|GSM1190951|GSM1190955,KO,GPL6246,1.0
gene:1518,whole heart,,GSM147451|GSM147452|GSM147459|GSM147460|GSM147461|GSM147462|GSM147463|GSM147465,HollyWoodland,GSE8000,LMNA,Lmna,mouse,GSM147514|GSM147515|GSM147516|GSM147517|GSM147518|GSM147519,KO,GPL1261,1.0
gene:80,heart (E10.5),,GSM838626|GSM838627|GSM838628|GSM838629,carlfulp,GSE33906,DBH,Dbh,mouse,GSM838630|GSM838631|GSM838632|GSM838633,KO,GPL8321,1.0
gene:81,"pancreas (islets, PDX1-expressing cells)",,GSM401525|GSM401526|GSM401527,carlfulp,GSE16048,PPARD,Ppard,mouse,GSM401528|GSM401529|GSM401530,KO,GPL1261,1.0
gene:82,U87MG,,GSM729727|GSM729728|GSM729729|GSM729730|GSM729731|GSM729732|GSM729733|GSM729734|GSM729735|GSM729736|GSM729737|GSM729738,virginia,GSE29494,PARK2,Park2,human,GSM729739|GSM729740|GSM729741|GSM729742|GSM729743|GSM729744|GSM729745|GSM729746|GSM729747,OE,GPL6244,1.0
gene:83,HeLa,,GSM154319|GSM154355|GSM154356,cadimo,GSE6679,STAU1,Stau1,human,GSM154357|GSM154358|GSM154359,DELETION,GPL570,1.0
gene:84,embryonic (e11.5) proximal hindlimb bud tissues,,GSM264689|GSM264690|GSM264691,cadimo,GSE10516,LMX1B,Lmx1b,mouse,GSM264692|GSM264693|GSM264694,KO,GPL1261,1.0
gene:85,type II alveolar cells,,GSM157835|GSM157836|GSM157837,cadimo,GSE6846,STAT3,Stat3,mouse,GSM157806|GSM157807|GSM157834,deficiency,GPL1261,1.0
