id,cell_type,ctrl_ids,curator,disease_name,do_id,geo_id,organism,pert_ids,platform,umls_cui,version
dz:939,Endometrium,GSM175776|GSM175777|GSM175778|GSM175779|GSM175780|GSM175781|GSM175782|GSM175783|GSM175784|GSM175785,cadimo,endometriosis of ovary,DOID:11432,GSE7305,human,GSM175766|GSM175767|GSM175768|GSM175769|GSM175770|GSM175771|GSM175772|GSM175773|GSM175774|GSM175775,GPL570,C1335160,1.0
dz:668,Hippocampus,GSM25124|GSM25139,lrallison,neurofibromatosis,DOID:8712,GSE1482,mouse,GSM25125|GSM25131,GPL81,C0220695,1.0
dz:459,Skin,GSM148748|GSM148763|GSM148765|GSM148767|GSM148769|GSM148771,timkenny92,acne,DOID:6543,GSE6475,human,GSM148725|GSM148762|GSM148764|GSM148766|GSM148768|GSM148770,GPL571,C0702166,1.0
dz:458,Head and Neck Squamous Cell (Normal vs. Tumor),GSM153813|GSM153815|GSM153817|GSM153819|GSM153821|GSM153823|GSM153825|GSM153827|GSM153829|GSM153831|GSM153833|GSM153835|GSM153837|GSM153839|GSM153841|GSM153843|GSM153845|GSM153847|GSM153849|GSM153851|GSM153853|GSM153855,timkenny92,head and neck squamous cell carcinoma,DOID:5520,GSE6631,human,GSM153814|GSM153816|GSM153818|GSM153820|GSM153822|GSM153824|GSM153826|GSM153828|GSM153830|GSM153832|GSM153834|GSM153836|GSM153838|GSM153840|GSM153842|GSM153844|GSM153846|GSM153848|GSM153850|GSM153852|GSM153854|GSM153856,GPL8300,C1168401,1.0
dz:713,circulating CD4+ T-cells (non-severe asthma),GSM788303|GSM788304|GSM788305|GSM788306|GSM788307|GSM788308|GSM788309|GSM788310,cadimo,asthma,DOID:2841,GSE31773,human,GSM788299|GSM788300|GSM788301|GSM788302,GPL570,C0004096,1.0
dz:386,Dendritic cell,GSM160530|GSM160534,Joel.Dudley,Infection by Aspergillus fumigatus,,GSE6965,human,GSM160532|GSM160536,GPL570,C0276655,1.0
dz:710,Intestinal biopsies,GSM1012177|GSM1012179|GSM560961|GSM560962|GSM560963|GSM560964|GSM560965|GSM560966|GSM560967|GSM560968,cadimo,ulcerative colitis,DOID:8577,GSE22619,human,GSM1012178|GSM1012180|GSM560969|GSM560970|GSM560971|GSM560972|GSM560973|GSM560974|GSM560975|GSM560976,GPL570,C0375359,1.0
dz:1042,whole blood cells,GSM152000|GSM152001|GSM152007,MicrotaskManic,autistic disorder,DOID:12849,GSE6575,human,GSM151968|GSM151970|GSM151975,GPL570,C0004352,1.0
dz:1056,lung,GSM69257|GSM69258|GSM69259,MicrotaskManic,cystic fibrosis,DOID:1485,GSE3100,mouse,GSM69256|GSM69266|GSM69267,GPL1261,C0010674,1.0
dz:97,Hepatic Tissue,GSM12623|GSM12624,Joel.Dudley,Burn,,GSE802,rat,GSM12625|GSM12626|GSM12627|GSM12628,GPL85,C0006434,1.0
dz:1030,peripheral blood lymphocytes,GSM627075|GSM627085,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627139|GSM627150|GSM627166|GSM627181|GSM627186|GSM627205,GPL570,,1.0
dz:1033,lymphoblastoid cells,GSM176601|GSM176602|GSM176604|GSM176605|GSM176607|GSM176608|GSM176609|GSM176610|GSM176612|GSM176613|GSM176614|GSM176615|GSM176617|GSM176618|GSM176619,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE7329,human,GSM176505|GSM176506|GSM176507|GSM176508|GSM176509|GSM176510|GSM176535,GPL1708,,1.0
dz:1032,peripheral blood lymphocytes,GSM627083|GSM627098|GSM627104|GSM627106|GSM627123|GSM627129|GSM627131,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627161|GSM627162|GSM627189|GSM627210,GPL570,,1.0
dz:1035,nasal olfactory stem cells,GSM1551540|GSM1551542|GSM1551544|GSM1551546|GSM1551548,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE63524,human,GSM1551539|GSM1551541|GSM1551543|GSM1551545|GSM1551547|GSM1551549,GPL4133,,1.0
dz:1034,lymphoblastoid cells,GSM176601|GSM176602|GSM176604|GSM176605|GSM176607|GSM176608|GSM176609|GSM176610|GSM176612|GSM176613|GSM176614|GSM176615|GSM176617|GSM176618|GSM176619,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE7329,human,GSM176570|GSM176575|GSM176579|GSM176583|GSM176586|GSM176589|GSM176592|GSM176594,GPL1708,,1.0
dz:1037,induced pluripotent stem cells,GSM1530148|GSM1530149|GSM1530150,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE62632,human,GSM1530151|GSM1530152|GSM1530153,GPL6244,,1.0
dz:1039,cerebellum,GSM706401|GSM706402|GSM706403|GSM706404|GSM706405|GSM706406|GSM706407|GSM706408|GSM706409|GSM706410|GSM706411,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE28521,human,GSM706391|GSM706392|GSM706393|GSM706394|GSM706395|GSM706396|GSM706397|GSM706398|GSM706399|GSM706400,GPL6883,,1.0
dz:1038,lymphoblastoid cells,GSM736476|GSM736477|GSM736478|GSM736479|GSM736480|GSM736481|GSM736482|GSM736483|GSM736484|GSM736485|GSM736486|GSM736487|GSM736488,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE29691,human,GSM736489|GSM736490,GPL570,,1.0
dz:348,Lung Tissue,GSM42223|GSM42224|GSM42225,Joel.Dudley,allergic asthma,DOID:9415,GSE2276,mouse,GSM42226|GSM42227|GSM42228,GPL81,C0155877,1.0
dz:848,Uterine tumors (papillary serous histologic subtype) - Stage-Grade:IA-G3,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425919|GSM425920,GPL570,C0014170,1.0
dz:842,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IB-G2,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425863|GSM425864|GSM425865|GSM425866|GSM425867|GSM425868|GSM425869|GSM425870|GSM425871|GSM425872|GSM425873,GPL570,C0014170,1.0
dz:843,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IB-G3,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425843|GSM425844|GSM425845|GSM425846|GSM425847,GPL570,C0014170,1.0
dz:840,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IA-G3,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425848|GSM425849|GSM425850|GSM425851|GSM425852,GPL570,C0014170,1.0
dz:841,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IB-G1,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425893|GSM425894|GSM425895|GSM425896|GSM425897|GSM425898|GSM425899|GSM425900|GSM425901|GSM425902|GSM425903|GSM425904|GSM425905|GSM425906,GPL570,C0014170,1.0
dz:846,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IC-G3,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425837|GSM425838|GSM425839|GSM425840|GSM425841|GSM425842,GPL570,C0014170,1.0
dz:847,Uterine tumors (papillary serous histologic subtype) - Stage-Grade:IA-G2,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425917|GSM425922,GPL570,C0014170,1.0
dz:93,Skin tissue,GSM372286|GSM372287|GSM372288|GSM372289|GSM372290|GSM372291|GSM372292|GSM372293|GSM372294|GSM372295|GSM372296|GSM372297|GSM372298|GSM372299|GSM372300|GSM372301|GSM372302|GSM372303|GSM372304|GSM372305|GSM372306,Joel.Dudley,Psoriasis vulgaris,,GSE14905,human,GSM372308|GSM372310|GSM372312|GSM372314|GSM372316|GSM372318|GSM372320|GSM372322|GSM372324|GSM372325|GSM372327|GSM372329|GSM372331|GSM372333|GSM372334|GSM372336|GSM372338|GSM372340|GSM372342|GSM372344|GSM372346|GSM372348|GSM372350|GSM372352|GSM372354|GSM372356|GSM372358|GSM372360|GSM372362|GSM372364|GSM372365|GSM372366|GSM372367,GPL570,C0263361,1.0
dz:845,Uterine tumors (endometrioid histologic subtype) - Stage-Grade:IC-G2,GSM425928|GSM425929|GSM425930|GSM425931|GSM425932|GSM425933|GSM425934|GSM425935|GSM425936|GSM425937|GSM425938|GSM425939,cadimo,endometrial cancer,DOID:1380,GSE17025,human,GSM425853|GSM425854|GSM425855|GSM425856|GSM425857|GSM425858|GSM425859|GSM425860|GSM425861|GSM425862,GPL570,C0014170,1.0
dz:1071,Breast epithelium,GSM1501820|GSM1501849|GSM1501865|GSM1501879,cadimo,breast adenocarcinoma,DOID:3458,GSE61304,human,GSM1501818|GSM1501819|GSM1501821|GSM1501822|GSM1501823|GSM1501824|GSM1501825|GSM1501826|GSM1501827|GSM1501828|GSM1501829|GSM1501830|GSM1501831|GSM1501832|GSM1501833|GSM1501834|GSM1501835|GSM1501836|GSM1501837|GSM1501838|GSM1501839|GSM1501840|GSM1501841|GSM1501842|GSM1501843|GSM1501844|GSM1501845|GSM1501846|GSM1501847|GSM1501848|GSM1501850|GSM1501852|GSM1501853|GSM1501854|GSM1501855|GSM1501856|GSM1501857|GSM1501858|GSM1501859|GSM1501860|GSM1501861|GSM1501862|GSM1501863|GSM1501864|GSM1501866|GSM1501867|GSM1501868|GSM1501869|GSM1501870|GSM1501871|GSM1501872|GSM1501873|GSM1501874|GSM1501875|GSM1501876|GSM1501877|GSM1501878,GPL570,C0858252,1.0
dz:158,Muscle - Striated (Skeletal) - Diaphragm (MMHCC),GSM73331|GSM73332|GSM73333|GSM73334,Joel.Dudley,muscular dystrophy,DOID:9884,GSE3252,mouse,GSM73335|GSM73336|GSM73337|GSM73338,GPL339,C0026850,1.0
dz:628,Normal skin and actinic keratotic (AK) lesion,GSM47616|GSM47617|GSM47618|GSM47619|GSM47620|GSM47621,cadimo,actinic keratosis,DOID:8866,GSE2503,human,GSM47612|GSM47613|GSM47614|GSM47615,GPL96,C0022602,1.0
dz:629,HEK293E,GSM463015|GSM463016|GSM463017|GSM463018,justinenoel,amyotrophic lateral sclerosis type 10,DOID:0060201,GSE18632,human,GSM463019|GSM463020|GSM463021|GSM463022,GPL570,,1.0
dz:154,Muscle - Striated (Skeletal) (MMHCC),GSM101299|GSM101300|GSM101302,Joel.Dudley,obesity,DOID:9970,GSE5109,human,GSM101301|GSM101303|GSM101304,GPL570,C0028754,1.0
dz:155,Fibroblast,GSM29911|GSM29915|GSM29918,Joel.Dudley,scleroderma,DOID:419,GSE1724,human,GSM29923|GSM29928|GSM29933,GPL8300,C0011644,1.0
dz:624,Testicular seminoma tumors (at pT3) and normal testicular tissue,GSM213467|GSM213468|GSM213469,cadimo,testis seminoma,DOID:5842,GSE8607,human,GSM213507|GSM213508|GSM213509|GSM213510,GPL8300,C0855211,1.0
dz:157,T lymphocyte,GSM47627|GSM47628|GSM47629,Joel.Dudley,Human immunodeficiency virus infectious disease,DOID:526,GSE2504,human,GSM47630|GSM47631|GSM47632,GPL96,C0019693,1.0
dz:150,Splenocyte,GSM100798|GSM100799|GSM100800|GSM100801|GSM100802,Joel.Dudley,Sepsis,,GSE4479,mouse,GSM100793|GSM100794|GSM100795|GSM100796|GSM100797,GPL1261,C0243026,1.0
dz:152,Lung Tissue,GSM29706|GSM29707|GSM29708,Joel.Dudley,Acute Lung Injury,,GSE1871,mouse,GSM29709|GSM29710|GSM29711,GPL1261,C0242488,1.0
dz:718,cerebellum,GSM229450|GSM229451|GSM229452|GSM229456|GSM229457|GSM229458,lrallison,Huntington's disease,DOID:12858,GSE9038,mouse,GSM229453|GSM229454|GSM229455|GSM229459|GSM229460|GSM229461,GPL1261,C0020179,1.0
dz:539,skeletal muscle,GSM1050270|GSM1050271|GSM1050272|GSM1050273|GSM1050274,MicrotaskManic,muscular dystrophy,DOID:9884,GSE42806,human,GSM1050260|GSM1050261|GSM1050262|GSM1050263|GSM1050264|GSM1050265|GSM1050266,GPL570,C0026850,1.0
dz:530,skeletal muscle,GSM1050271|GSM1050273,MicrotaskManic,muscular dystrophy,DOID:9884,GSE42806,human,GSM1050260|GSM1050263,GPL570,C0026850,1.0
dz:249,Intestine - Large Intestine - Colon (MMHCC),GSM155564|GSM155565|GSM155566|GSM155567,Joel.Dudley,ulcerative colitis,DOID:8577,GSE6731,human,GSM155587|GSM155588|GSM155589|GSM155590|GSM155591|GSM155592|GSM155593|GSM155594|GSM155595,GPL8300,C0009324,1.0
dz:341,CNS - Brain (MMHCC),GSM73001|GSM73002|GSM73014|GSM73015|GSM73016|GSM73017,Joel.Dudley,Escherichia coli infection of the central nervous system,,GSE3253,mouse,GSM72507|GSM73000|GSM73018|GSM73019|GSM73340|GSM73341,GPL1261,C1320188,1.0
dz:446,Heart,GSM42005|GSM42006|GSM42007|GSM42008|GSM42009|GSM42837,Joel.Dudley,Hypoxia,,GSE2271,mouse,GSM41995|GSM41996|GSM41997|GSM42001|GSM42002|GSM42003|GSM42004|GSM42010|GSM42011|GSM42012|GSM42013|GSM42836,GPL1862,C0242184,1.0
dz:448,Breast Epithelium,GSM241999|GSM242000|GSM242001|GSM242002|GSM242003|GSM242004|GSM242005|GSM242006|GSM242007|GSM242008|GSM242009|GSM242010|GSM242011|GSM242012|GSM242013,timkenny92,breast cancer,DOID:1612,GSE9574,human,GSM242014|GSM242015|GSM242016|GSM242017|GSM242018|GSM242019|GSM242020|GSM242021|GSM242022|GSM242023|GSM242024|GSM242025|GSM242026|GSM242027,GPL96,C1458155,1.0
dz:791,CD34+ cells (refractory anemia),GSM103343|GSM103344|GSM103345|GSM103364|GSM103365|GSM103366|GSM103369|GSM103370|GSM103388|GSM103389|GSM103390,cadimo,anemia,DOID:2355,GSE4619,human,GSM103347|GSM103349|GSM103354|GSM103355|GSM103357|GSM103358|GSM103361|GSM103363|GSM103367|GSM103381|GSM103382|GSM103384|GSM103391|GSM103394|GSM103399|GSM103401|GSM103404|GSM103408,GPL570,C0002871,1.0
dz:796,Peripheral blood expression profile - presymptomatic patients (HG-U133A),GSM30580|GSM30581|GSM30582|GSM30583|GSM30584|GSM30585|GSM30586|GSM30587|GSM30588|GSM30589|GSM30590|GSM30591|GSM30592|GSM30593,cadimo,Huntington's disease,DOID:12858,GSE1751,human,GSM30542|GSM30543|GSM30544|GSM30545|GSM30546,GPL96,C0020179,1.0
dz:795,Peripheral blood expression profile - symptomatic patients (HG-U133A),GSM30580|GSM30581|GSM30582|GSM30583|GSM30584|GSM30585|GSM30586|GSM30587|GSM30588|GSM30589|GSM30590|GSM30591|GSM30592|GSM30593,cadimo,Huntington's disease,DOID:12858,GSE1751,human,GSM30530|GSM30531|GSM30532|GSM30533|GSM30534|GSM30535|GSM30536|GSM30537|GSM30538|GSM30539|GSM30540|GSM30541,GPL96,C0020179,1.0
dz:48,Prostate,GSM23297|GSM23298|GSM23299|GSM23300|GSM23304|GSM23305|GSM23306|GSM23307,Joel.Dudley,prostate cancer,DOID:10283,GSE1413,mouse,GSM23281|GSM23282|GSM23283|GSM23284|GSM23285|GSM23291|GSM23292|GSM23293|GSM23294|GSM23295,GPL339,C0376358,1.0
dz:767,Endothelial cells - male,GSM318415|GSM318425|GSM318426|GSM318427,cadimo,schizophrenia,DOID:5419,GSE12679,human,GSM318410|GSM318411|GSM318414|GSM318416|GSM318417|GSM318418|GSM318420|GSM318424,GPL570,C0220702,1.0
dz:729,PBMC,GSM401290|GSM401292|GSM401294|GSM401296|GSM401298,shvetank,asthma,DOID:2841,GSE16032,human,GSM401289|GSM401291|GSM401293|GSM401295|GSM401297,GPL570,C0004096,1.0
dz:761,Colon,GSM155564|GSM155565|GSM155566|GSM155567,MicrotaskManic,colitis,DOID:0060180,GSE6731,human,GSM155596|GSM155597,GPL8300,C0009319,1.0
dz:760,Colon,GSM155564|GSM155565|GSM155566|GSM155567,MicrotaskManic,ulcerative colitis,DOID:8577,GSE6731,human,GSM155587|GSM155588|GSM155589|GSM155590|GSM155591,GPL8300,C0375359,1.0
dz:40,Peripheral blood mononuclear cell,GSM39104|GSM39105|GSM39106|GSM39107|GSM39108|GSM39109|GSM39110|GSM39111|GSM39112|GSM39113|GSM39114|GSM39115,Joel.Dudley,Human immunodeficiency virus infectious disease,DOID:526,GSE2171,human,GSM39116|GSM39117|GSM39118|GSM39119|GSM39120|GSM39121|GSM39122|GSM39123|GSM39124|GSM39125|GSM39126|GSM39127|GSM39128|GSM39129|GSM39130|GSM39131|GSM39132|GSM39133|GSM39134|GSM39135|GSM39136|GSM39137|GSM39138|GSM39139|GSM39140|GSM39141|GSM39142|GSM39143|GSM39144|GSM39145|GSM39146|GSM39147|GSM39148|GSM39149|GSM39150|GSM39151|GSM39152|GSM39153|GSM39154|GSM39155|GSM39156|GSM39157|GSM39158|GSM39159|GSM39160|GSM39161|GSM39162|GSM39163|GSM39164|GSM39165|GSM39166|GSM39167|GSM39168|GSM39169|GSM39170|GSM39171|GSM39172|GSM39173|GSM39174|GSM39175|GSM39176|GSM39177|GSM39178|GSM39179|GSM39180|GSM39181|GSM39182|GSM39183|GSM39184|GSM39185|GSM39186|GSM39187|GSM39188|GSM39189|GSM39190,GPL201,C0019693,1.0
dz:427,CNS - Spinal Cord (MMHCC),GSM418673|GSM418674|GSM418675|GSM418676|GSM418677|GSM418678|GSM418679|GSM418680|GSM418681|GSM418682|GSM418683,Joel.Dudley,Spinal Cord Injury,,GSE16710,rat,GSM418657|GSM418658|GSM418659|GSM418660|GSM418661|GSM418662|GSM418663|GSM418664|GSM418665|GSM418666|GSM418667|GSM418668|GSM418669|GSM418670|GSM418671|GSM418672,GPL1355,C0037929,1.0
dz:85,B Cell Lymphocyte,GSM71992|GSM71993|GSM71994|GSM71995,Joel.Dudley,influenza,DOID:8469,GSE3203,mouse,GSM71996|GSM71997|GSM71998|GSM71999,GPL1261,C0021400,1.0
dz:618,dental pulp stem cell culture,GSM1045524|GSM1045525|GSM1045526|GSM1045527|GSM1045528|GSM1045529,saulc07,cleft lip,DOID:9296,GSE42589,human,GSM1045517|GSM1045518|GSM1045519|GSM1045520|GSM1045521|GSM1045522|GSM1045523,GPL6244,C0158651,1.0
dz:1028,peripheral blood lymphocytes,GSM627072|GSM627080|GSM627086|GSM627088|GSM627109|GSM627111|GSM627113|GSM627133|GSM627177,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627142|GSM627144|GSM627158|GSM627182|GSM627196|GSM627202,GPL570,,1.0
dz:1026,peripheral blood lymphocytes,GSM627076|GSM627087|GSM627089|GSM627092,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627173|GSM627179|GSM627197|GSM627208,GPL570,,1.0
dz:1027,peripheral blood lymphocytes,GSM627081|GSM627091|GSM627097|GSM627136,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627153|GSM627155|GSM627165|GSM627168|GSM627183|GSM627215,GPL570,,1.0
dz:1024,peripheral blood lymphocytes,GSM627073|GSM627108|GSM627126,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627157|GSM627201,GPL570,,1.0
dz:1025,peripheral blood lymphocytes,GSM627078|GSM627090|GSM627099|GSM627105|GSM627117|GSM627121|GSM627127,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627146|GSM627156|GSM627188,GPL570,,1.0
dz:1022,peripheral blood lymphocytes,GSM627094|GSM627122,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627171|GSM627209,GPL570,,1.0
dz:1021,peripheral blood lymphocytes,GSM627071|GSM627118,MicrotaskManic,autism spectrum disorder,DOID:0060041,GSE25507,human,GSM627151|GSM627163|GSM627211,GPL570,,1.0
dz:87,CNS - Brain - Olfactory Bulb (MMHCC),GSM15436|GSM15438|GSM15439|GSM15444|GSM15445|GSM15447,Joel.Dudley,Alexander disease,DOID:4252,GSE977,mouse,GSM15441|GSM15442|GSM15443|GSM15448|GSM15449|GSM15450,GPL81,C0270726,1.0
dz:382,Myocardial tissue,GSM46523|GSM46524|GSM46526|GSM46527|GSM46528|GSM46529|GSM46530|GSM46531|GSM46532,Joel.Dudley,"Hypertrophy, Left Ventricular",,GSE2459,mouse,GSM46533|GSM46534|GSM46535|GSM46536|GSM46537|GSM46538,GPL81,C0149721,1.0
dz:859,Brain tumor tissue samples of human gliomas and normal brain - Grade:OGIII - Primary tumor,GSM397659|GSM397660,cadimo,oligodendroglioma,DOID:3181,GSE15824,human,GSM397646|GSM397650|GSM397651,GPL570,C1335110,1.0
dz:529,"soleus muscle, in the basal state, from five-month-old Ts65Dn Down syndrome (DS) males",GSM957176|GSM957177|GSM957178|GSM957179,nbongio,Down syndrome,DOID:14250,GSE39159,mouse,GSM957172|GSM957173|GSM957174|GSM957175,GPL6246,C0013080,1.0
dz:851,Lung fibroblasts (Slow progressing fibrosis),GSM1089616|GSM1089617|GSM1089618|GSM1089620,cadimo,idiopathic pulmonary fibrosis,DOID:0050156,GSE44723,human,GSM1089615|GSM1089621|GSM1089624|GSM1089625|GSM1089626|GSM1089627,GPL570,,1.0
dz:850,Lung fibroblasts (Rapid progressing fibrosis),GSM1089616|GSM1089617|GSM1089618|GSM1089620,cadimo,idiopathic pulmonary fibrosis,DOID:0050156,GSE44723,human,GSM1089614|GSM1089619|GSM1089622|GSM1089623,GPL570,,1.0
dz:853,Anterior prefrontal cortex - postmortem - Male,GSM439779|GSM439782|GSM439788|GSM439789|GSM439793|GSM439797|GSM439799|GSM439804|GSM439814|GSM439816|GSM439819|GSM439822,cadimo,schizophrenia,DOID:5419,GSE17612,human,GSM439778|GSM439784|GSM439785|GSM439786|GSM439791|GSM439794|GSM439796|GSM439798|GSM439801|GSM439803|GSM439806|GSM439809|GSM439813|GSM439815|GSM439817|GSM439821|GSM439823|GSM439824|GSM439828,GPL570,C0220702,1.0
dz:852,Anterior prefrontal cortex - postmortem - Female,GSM439780|GSM439783|GSM439787|GSM439792|GSM439802|GSM439808|GSM439810|GSM439812|GSM439818|GSM439825|GSM439826,cadimo,schizophrenia,DOID:5419,GSE17612,human,GSM439781|GSM439790|GSM439795|GSM439800|GSM439805|GSM439807|GSM439811|GSM439820|GSM439827,GPL570,C0220702,1.0
dz:855,Superior temporal cortex - postmortem - Male,GSM545726|GSM545727|GSM545731|GSM545732|GSM545733|GSM545736|GSM545737|GSM545739|GSM545742|GSM545743,cadimo,schizophrenia,DOID:5419,GSE21935,human,GSM545745|GSM545748|GSM545749|GSM545751|GSM545752|GSM545753|GSM545755|GSM545756|GSM545757|GSM545759|GSM545760|GSM545761|GSM545764,GPL570,C0220702,1.0
dz:854,Superior temporal cortex - postmortem - Female,GSM545725|GSM545728|GSM545729|GSM545730|GSM545734|GSM545735|GSM545738|GSM545740|GSM545741,cadimo,schizophrenia,DOID:5419,GSE21935,human,GSM545744|GSM545746|GSM545747|GSM545750|GSM545754|GSM545758|GSM545762|GSM545763|GSM545765|GSM545766,GPL570,C0220702,1.0
dz:857,Skin (LESIONAL atopic dermatitis (AL) skin lesions),GSM815451|GSM815452|GSM815453|GSM815454|GSM815455|GSM815456|GSM815457|GSM815458,cadimo,atopic dermatitis,DOID:3310,GSE32924,human,GSM815427|GSM815429|GSM815431|GSM815433|GSM815435|GSM815437|GSM815438|GSM815440|GSM815442|GSM815444|GSM815446|GSM815448|GSM815450,GPL570,C0011615,1.0
dz:856,Peripheral blood mononuclear cells (collected from IS patients at least 6 months after the first and only stroke event),GSM554014|GSM554015|GSM554016|GSM554017|GSM554018|GSM554019|GSM554020|GSM554021|GSM554022|GSM554023|GSM554024|GSM554025|GSM554026|GSM554027|GSM554028|GSM554029|GSM554030|GSM554031|GSM554032|GSM554033,cadimo,Ischemic stroke,,GSE22255,human,GSM554034|GSM554035|GSM554036|GSM554037|GSM554038|GSM554039|GSM554040|GSM554041|GSM554042|GSM554043|GSM554044|GSM554045|GSM554046|GSM554047|GSM554048|GSM554049|GSM554050|GSM554051|GSM554052|GSM554053,GPL570,C0948008,1.0
dz:543,neuron,GSM318428|GSM318429|GSM318433|GSM318436|GSM318440|GSM318441,MicrotaskManic,schizophrenia,DOID:5419,GSE12679,human,GSM318412|GSM318413|GSM318430|GSM318438|GSM318439,GPL570,C0220702,1.0
dz:542,endothelial cells,GSM318415|GSM318419|GSM318425|GSM318426|GSM318427,MicrotaskManic,schizophrenia,DOID:5419,GSE12679,human,GSM318410|GSM318411|GSM318414|GSM318416|GSM318417|GSM318418|GSM318420|GSM318421|GSM318422|GSM318423|GSM318424,GPL570,C0220702,1.0
dz:639,Normal prostate epithelial cells and Primary epithelial cell culture (Gleason 7 score tumor),GSM88407|GSM88408,cadimo,prostate cancer,DOID:10283,GSE3868,human,GSM88351|GSM88360|GSM88389|GSM88390|GSM88391|GSM88392|GSM88393|GSM88394|GSM88395|GSM88396|GSM88398|GSM88399|GSM88400|GSM88403|GSM88404|GSM88405|GSM88406,GPL96,C0376358,1.0
dz:638,Normal prostate epithelial cells and Primary epithelial cell culture (Gleason 6 score tumor),GSM88407|GSM88408,cadimo,prostate cancer,DOID:10283,GSE3868,human,GSM88353|GSM88397|GSM88401|GSM88402,GPL96,C0376358,1.0
dz:634,Female bronchial epithelial cell,GSM1068458|GSM1068459|GSM1068460|GSM1068461|GSM1068464|GSM1068468|GSM1068472|GSM1068473|GSM1068474|GSM1068476|GSM1068477,justinenoel,asthma,DOID:2841,GSE43696,human,GSM1068478|GSM1068479|GSM1068481|GSM1068482|GSM1068483|GSM1068486|GSM1068487|GSM1068488|GSM1068490|GSM1068491|GSM1068492,GPL6480,C0004096,1.0
dz:636,human prolactinomas,GSM887864|GSM887865|GSM887866,justinenoel,prolactinoma,DOID:5394,GSE36314,human,GSM887860|GSM887861|GSM887862|GSM887863,GPL8300,C0033375,1.0
dz:359,Hepatic Tissue,GSM27430|GSM27431|GSM27432|GSM27433|GSM27434|GSM27435|GSM27436,Joel.Dudley,Vitamin A Deficiency,,GSE1600,rat,GSM27437|GSM27438|GSM27439|GSM27440|GSM27441|GSM27442|GSM27443,GPL85,C0042842,1.0
dz:82,Tracheal epithelium,GSM257861|GSM257863|GSM257864|GSM257867|GSM257869|GSM257870,Joel.Dudley,Sendai virus infection,,GSE10211,mouse,GSM257862|GSM257865|GSM257866|GSM257868,GPL81,C1319860,1.0
dz:705,Pathological skeletal muscle fibers,GSM1174159|GSM1174160|GSM1174161|GSM1174162|GSM1174163,cadimo,dermatomyositis,DOID:10223,GSE48280,human,GSM1174164|GSM1174165|GSM1174166|GSM1174167|GSM1174168,GPL6244,C0011633,1.0
dz:706,Pathological skeletal muscle fibers,GSM1174159|GSM1174160|GSM1174161|GSM1174162|GSM1174163,cadimo,inclusion body myositis,DOID:3429,GSE48280,human,GSM1174174|GSM1174175|GSM1174176|GSM1174177,GPL6244,C0238190,1.0
