id,cell_type,ctrl_ids,curator,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,pubchem_cid,smiles,version
drug:3146,OVCA420 ovarian carcinoma cell line,GSM1160742|GSM1160743|GSM1160744,cadimo,Cisplatin,DB00515,GSE47856,human,GSM1160745|GSM1160746|GSM1160747,GPL6244,441203.0,N.N.Cl[Pt+2]Cl,1.0
drug:2812,NA,GSM257423|GSM257427,Axel,Rosiglitazone,DB00412,GSE10192,mouse,GSM257422|GSM257426,GPL1261,,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,1.0
drug:2700,wild type,GSM120234|GSM120244|GSM120254|GSM120263|GSM120272,Axel,Dactinomycin,DB00970,GSE5324,mouse,GSM120236|GSM120246|GSM120256|GSM120265|GSM120274,GPL1261,,O=C1N[C@H](C(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)CC(=O)N([C@H](C(=O)O[C@@H]([C@@H]1NC(=O)c1c2nc3c(ccc(c3oc2c(c(=O)c1N)C)C)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](C(C)C)N(C)C(=O)CN(C(=O)[C@H]2N(C(=O)[C@H](NC1=O)C(C)C)CCC2)C)C)C(C)C)C,1.0
drug:3115,MH1C1 liver cell line - 310 uM,GSM1240490|GSM1240493|GSM1240496|GSM1240499,cadimo,Cobalt dichloride hexahydrate,,GSE51207,rat,GSM1240492|GSM1240495|GSM1240498|GSM1240501,GPL1355,24643.0,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],1.0
drug:3526,Ovaries - cultured neonatal ovaries treated with progesterone for 2 days,GSM203966|GSM203967,cadimo,Progesterone,DB00396,GSE8238,rat,GSM203968|GSM203969,GPL1355,5994.0,CC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,1.0
drug:3660,Skeletal muscle - 45 minutes,GSM5047|GSM5048|GSM5049|GSM5071,cadimo,Methylprednisolone,DB00959,GSE490,rat,GSM5194|GSM5195|GSM5196,GPL85,6741.0,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,1.0
drug:2730,NA,GSM289651|GSM289652|GSM289653,Axel,Estradiol,DB00783,GSE11506,human,GSM289654|GSM289655|GSM289656,GPL570,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:2474,"lung epithelial A549 cells, 24h treatment",GSM128897|GSM128898|GSM128906|GSM128915,nbongio,Natural alpha interferon,DB05258,GSE5542,human,GSM128894|GSM128903|GSM128907|GSM128912,GPL96,,,1.0
drug:3487,Striatum - C57BL/65 mice - Acute morphine treatment,GSM187974|GSM187975|GSM187976,cadimo,Morphine,DB00295,GSE7762,mouse,GSM187977|GSM187978|GSM187979,GPL1261,5288826.0,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,1.0
drug:3139,ME180 squamous cell carcinoma cell line - 1 hour 10&Icirc;&frac14;M,GSM1315852|GSM1315853|GSM1315854|GSM1315855,cadimo,Tretinoin,DB00755,GSE54464,human,GSM1315856|GSM1315857|GSM1315858|GSM1315859,GPL10558,444795.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.0
drug:2780,NA,GSM585549|GSM585550|GSM585551,Axel,Menadione,DB00170,GSE23725,mouse,GSM585558|GSM585559|GSM585560,GPL1261,4055.0,CC1=CC(=O)C2=CC=CC=C2C1=O,1.0
drug:3469,cerebellum,GSM1521836|GSM1521837|GSM1521838,MicrotaskManic,Nicotinamide riboside,,GSE62194,mouse,GSM1521839|GSM1521840|GSM1521841|GSM1521842|GSM1521843,GPL6885,439924.0,C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N,1.0
drug:3134,SC263 squamous cell carcinoma (HNSCC) cell line - 15nM for 13 hours,GSM1506261|GSM1506262|GSM1506263,cadimo,Cetuximab,DB00002,GSE61495,human,GSM1506258|GSM1506259|GSM1506260,GPL10558,,,1.0
drug:3135,LICR HN2 squamous cell carcinoma (HNSCC) cell line - 15nM for 13 hours,GSM1506267|GSM1506268|GSM1506269,cadimo,Cetuximab,DB00002,GSE61495,human,GSM1506264|GSM1506265|GSM1506266,GPL10558,,,1.0
drug:3132,Mc3T3-E1 osteoblast (OB) cell line (50ug of ascorbic acid for 5 days),GSM925429|GSM925430|GSM925431,cadimo,Ascorbic acid,,GSE37676,mouse,GSM925432|GSM925433|GSM925434,GPL1261,54670067.0,C(C(C1C(=C(C(=O)O1)O)O)O)O,1.0
drug:2808,NA,GSM45690|GSM45691|GSM45692|GSM45693,Axel,Rosiglitazone,DB00412,GSE2431,mouse,GSM45714|GSM45715|GSM45716|GSM45717,GPL81,,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,1.0
drug:3635,Bone marrow Sca+ SP hematopoeitic stem cells (HSC) - 1 Day,GSM26734|GSM26735,cadimo,Fluorouracil,DB00544,GSE1559,mouse,GSM26736|GSM26737,GPL81,3385.0,C1=C(C(=O)NC(=O)N1)F,1.0
drug:3390,Forebrains - Animals treated with 200mg/kg,GSM271362|GSM271365|GSM271367|GSM271369,cadimo,D-serine,,GSE10748,rat,GSM271390|GSM271391|GSM271392|GSM271393,GPL1355,71077.0,C(C(C(=O)O)N)O,1.0
drug:3391,Forebrains - Animals treated with 500mg/kg,GSM271362|GSM271365|GSM271367|GSM271369,cadimo,D-serine,,GSE10748,rat,GSM271394|GSM271395|GSM271396|GSM271397,GPL1355,71077.0,C(C(C(=O)O)N)O,1.0
drug:3392,LIVERS (animals exposed to low doses from gestational day 15 to post-natal day 20) - 0.002mg/kg,GSM496404|GSM496405|GSM496406|GSM496407|GSM496408|GSM496409,cadimo,Pbde 47,,GSE19868,rat,GSM496410|GSM496411|GSM496412|GSM496413|GSM496414|GSM496415,GPL6101,95170.0,C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,1.0
drug:3393,LIVERS (animals exposed to low doses from gestational day 15 to post-natal day 20) - 0.2mg/kg,GSM496404|GSM496405|GSM496406|GSM496407|GSM496408|GSM496409,cadimo,Pbde 47,,GSE19868,rat,GSM496416|GSM496417|GSM496418|GSM496419|GSM496420|GSM496421,GPL6101,95170.0,C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br,1.0
drug:3394,Endothelial cells (cultured umbilical vein endothelial cells) - treated with 1 nmol/L estradiol for 24 hours,GSM418126|GSM418127|GSM418128,cadimo,Estradiol,DB00783,GSE16683,human,GSM418129|GSM418130|GSM418131,GPL570,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3395,Kidney (of BALB/c females) - Intravenous - 50mg/kg,GSM189045|GSM189047|GSM189048|GSM189049|GSM189050|GSM189051,cadimo,Vancomycin,DB14969,GSE7793,mouse,GSM189052|GSM189053|GSM189054|GSM189055|GSM189056|GSM189057,GPL1261,,,1.0
drug:3396,Kidney (of BALB/c females) - Intravenous - 200mg/kg,GSM189045|GSM189047|GSM189048|GSM189049|GSM189050|GSM189051,cadimo,Vancomycin,DB14969,GSE7793,mouse,GSM189058|GSM189059|GSM189060|GSM189062|GSM189063|GSM189064,GPL1261,,,1.0
drug:3397,Kidney (of BALB/c females) - Intravenous - 400mg/kg,GSM189045|GSM189047|GSM189048|GSM189049|GSM189050|GSM189051,cadimo,Vancomycin,DB14969,GSE7793,mouse,GSM189065|GSM189066|GSM189068|GSM189069|GSM189070|GSM189071,GPL1261,,,1.0
drug:3398,Kidney (of BALB/c females) - Intraperitoneal - 50mg/kg,GSM189072|GSM189073|GSM189074|GSM189075|GSM189076|GSM189077,cadimo,Vancomycin,DB14969,GSE7793,mouse,GSM189078|GSM189079|GSM189080|GSM189081|GSM189082|GSM189083,GPL1261,,,1.0
drug:3399,Kidney (of BALB/c females) - Intraperitoneal - 200mg/kg,GSM189072|GSM189073|GSM189074|GSM189075|GSM189076|GSM189077,cadimo,Vancomycin,DB14969,GSE7793,mouse,GSM189084|GSM189085|GSM189086|GSM189087|GSM189088|GSM189089,GPL1261,,,1.0
drug:3428,ileum (wild type),GSM96861|GSM96862|GSM96863,MicrotaskManic,Quercetin,DB04216,GSE4262,mouse,GSM96864|GSM96865|GSM96866,GPL339,,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
drug:3429,jejunum (wild type),GSM96873|GSM96874|GSM96875,MicrotaskManic,Quercetin,DB04216,GSE4262,mouse,GSM96876|GSM96877|GSM96878,GPL339,,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,1.0
drug:3549,Nasal EPITHELIA exposed to 6 ppm - Inhalation - 8 Days,GSM159779|GSM159780|GSM159781|GSM159782|GSM159783,cadimo,Formaldehyde,,GSE7002,rat,GSM159730|GSM159731|GSM159732|GSM159733,GPL1355,712.0,C=O,1.0
drug:3646,Livers ( from inbred Kyotos - fed a diet with 1% orotic acid) - 14 Day,GSM10001|GSM10002,cadimo,Orotic acid,,GSE665,rat,GSM10000|GSM9999,GPL85,967.0,C1=C(NC(=O)NC1=O)C(=O)O,1.0
drug:3640,Bone marrow Sca+ SP hematopoeitic stem cells (HSC) - 30 Day,GSM26734|GSM26735,cadimo,Fluorouracil,DB00544,GSE1559,mouse,GSM26746|GSM26747,GPL81,3385.0,C1=C(C(=O)NC(=O)N1)F,1.0
drug:3641,Livers ( from outbred Wistars - fed a diet with 1% orotic acid) - 1 Day,GSM10009|GSM10010|GSM13064,cadimo,Orotic acid,,GSE665,rat,GSM10003|GSM10004,GPL85,967.0,C1=C(NC(=O)NC1=O)C(=O)O,1.0
drug:2469,"brain, 4 week treatment",GSM149811|GSM149812|GSM149813,candicek,Clozapine,DB00363,GSE6511,mouse,GSM149805|GSM149806|GSM149807,GPL81,2818.0,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,1.0
drug:2468,Kidney,GSM1239947|GSM1239948|GSM1239949|GSM1239950,nbongio,Monuron,,GSE51163,rat,GSM1239943|GSM1239944|GSM1239945|GSM1239946,GPL1355,8800.0,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1.0
drug:2464,"brain, 12 week treatment",GSM148677|GSM148678|GSM148679|GSM148680|GSM148681|GSM148682|GSM148683|GSM148684|GSM148685|GSM148686,candicek,Clozapine,DB00363,GSE6467,mouse,GSM148657|GSM148658|GSM148659|GSM148660|GSM148661|GSM148662|GSM148663|GSM148664|GSM148665|GSM148666,GPL339,2818.0,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,1.0
drug:2467,"rat proximal renal tubule cell line (NRK-52E), 72h treatment",GSM1239940|GSM1239941|GSM1239942,nbongio,Monuron,,GSE51163,rat,GSM1239937|GSM1239938|GSM1239939,GPL1355,8800.0,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1.0
drug:2466,"brain, 12 week treatment",GSM148677|GSM148678|GSM148679|GSM148680|GSM148681|GSM148682|GSM148683|GSM148684|GSM148685|GSM148686,candicek,Haloperidol,DB00502,GSE6467,mouse,GSM148667|GSM148668|GSM148669|GSM148670|GSM148671|GSM148672|GSM148673|GSM148674|GSM148675|GSM148676,GPL339,3559.0,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,1.0
drug:2461,HL60 cells,GSM112915|GSM112916|GSM112918,saulc07,Tretinoin,DB00755,GSE5007,human,GSM112919|GSM112920|GSM112921,GPL96,444795.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,1.0
drug:2463,"rat proximal renal tubule cell line (NRK-52E), 6h treatment",GSM1239928|GSM1239929|GSM1239930,nbongio,Monuron,,GSE51163,rat,GSM1239925|GSM1239926|GSM1239927,GPL1355,8800.0,CN(C)C(=O)NC1=CC=C(C=C1)Cl,1.0
drug:2462,liver,GSM154968|GSM154969|GSM154970|GSM154971,candicek,Phenobarbital sodium,,GSE6721,mouse,GSM154964|GSM154965|GSM154966|GSM154967,GPL339,23674889.0,CCC1(C(=O)NC(=NC1=O)[O-])C2=CC=CC=C2.[Na+],1.0
drug:2606,skin lesion,GSM300750|GSM300756|GSM300762|GSM300768|GSM300774|GSM300780|GSM300786|GSM300792|GSM300798|GSM300804|GSM300810|GSM300815|GSM300821|GSM300827|GSM300833,MicrotaskManic,Etanercept,DB00005,GSE11903,human,GSM300751|GSM300757|GSM300763|GSM300769|GSM300775|GSM300781|GSM300787|GSM300793|GSM300799|GSM300805|GSM300811|GSM300816|GSM300822|GSM300828|GSM300834,GPL571,,,1.0
drug:3194,Colon,GSM948585|GSM948586,MicrotaskManic,Azathioprine,DB00993,GSE38713,human,GSM948573|GSM948575|GSM948579|GSM948583|GSM948589|GSM948590|GSM948591|GSM948592,GPL570,2265.0,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],1.0
drug:3348,HepG2 cells (metabolically competent) - 0.5 Hours after exposure,GSM149381|GSM149382|GSM149383,cadimo,"2,2',4,4',5,5'-hexachlorobiphenyl   (pcb-153)",,GSE6878,human,GSM149384|GSM149385|GSM149386,GPL570,37034.0,C1=C(C(=CC(=C1Cl)Cl)Cl)C2=CC(=C(C=C2Cl)Cl)Cl,1.0
drug:3195,Colon,GSM948585|GSM948586,MicrotaskManic,Mesalazine,DB00244,GSE38713,human,GSM948571|GSM948577|GSM948581|GSM948588,GPL570,4075.0,C1=CC(=C(C=C1N)C(=O)O)O,1.0
drug:3654,Whole brain - 10 exposures,GSM11379|GSM11380|GSM11381|GSM5082|GSM5084|GSM5085|GSM5086|GSM5087|GSM5090|GSM5105|GSM5106|GSM5107,cadimo,Isoflurane,DB00753,GSE6433,rat,GSM5114|GSM5115|GSM5116,GPL85,3763.0,C(C(F)(F)F)(OC(F)F)Cl,1.0
drug:2716,copenhagen,GSM92207|GSM92208|GSM92209,Axel,Diethylstilbestrol,DB00255,GSE4028,rat,GSM92210|GSM92211|GSM92212|GSM92213,GPL1355,448537.0,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,1.0
drug:3375,A673,GSM159861|GSM159862|GSM159863|GSM159864|GSM159865|GSM159866,AliDot,Cytarabine,DB00987,GSE6930,human,GSM159873|GSM159874|GSM159875,GPL4685,6253.0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,1.0
drug:2804,NA,GSM99239|GSM99244|GSM99247|GSM99261|GSM99274|GSM99285|GSM99291|GSM99295|GSM99301|GSM99303,Axel,Propofol,DB00818,GSE4386,human,GSM99241|GSM99246|GSM99249|GSM99265|GSM99277|GSM99287|GSM99292|GSM99296|GSM99302|GSM99304,GPL570,4943.0,CC(C)C1=C(C(=CC=C1)C(C)C)O,1.0
drug:3372,A673,GSM159856|GSM159857|GSM159858|GSM159859|GSM159860,AliDot,"Puromycin, 2xec50, 3 d",,GSE6930,human,GSM159914|GSM159915|GSM159916,GPL4685,439530.0,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O,1.0
drug:3373,A673,GSM159850|GSM159851|GSM159852|GSM159853|GSM159854|GSM159855,AliDot,Cytarabine,DB00987,GSE6930,human,GSM159867|GSM159868|GSM159869,GPL4685,6253.0,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,1.0
drug:3276,Forebrain astrocytes - 12 Hours,GSM634513|GSM634521|GSM634529|GSM634537,cadimo,Fasudil,,GSE25829,mouse,GSM634514|GSM634522|GSM634530|GSM634538,GPL6885,3547.0,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,1.0
drug:3478,Hearts of 30-month-old B6C3F1 animals fed a diet supplemented with alpha-tocopherol,GSM201741|GSM201753|GSM201767|GSM201768|GSM201770,cadimo,Vitamin e,DB00163,GSE8146,mouse,GSM201772|GSM201773|GSM201775|GSM201777|GSM201778,GPL81,14985.0,CC1=C(C(=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,1.0
drug:2587,3T3-L1 adipocytes,GSM24459|GSM24460|GSM24461,nbongio,Pioglitazone,DB01132,GSE1458,mouse,GSM24462|GSM24463,GPL81,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.0
drug:2584,lapatinib-sensitive ErbB2-positive cells treated with 1 uM lapatinib,GSM940873|GSM940874|GSM940875,cadimo,Lapatinib,DB01259,GSE38376,human,GSM940879|GSM940880|GSM940881,GPL6947,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:2585,lapatinib-resistant ErbB2-positive cells treated with 0.1 uM lapatinib,GSM940882|GSM940883|GSM940884,cadimo,Lapatinib,DB01259,GSE38376,human,GSM940885|GSM940886|GSM940887,GPL6947,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:2815,diabetes,GSM286169|GSM286173|GSM286176|GSM286178|GSM286430,Axel,Rosiglitazone,DB00412,GSE11343,mouse,GSM286437|GSM286438|GSM286591|GSM286592|GSM286593,GPL1261,,O=C1NC(=O)C(S1)Cc1ccc(cc1)OCCN(c1ccccn1)C,1.0
drug:3112,Pituitary gland (postnatal day70 male rats exposed in utero to dioxin at gestational day15),GSM1168486|GSM1168487|GSM1168488,cadimo,"2,3,7,8-tetrachlorodibenzo-p-dioxin",,GSE48100,rat,GSM1168489|GSM1168490|GSM1168491,GPL6101,10852289.0,CC(C)C=CC(=O)ONC(=O)COC1=CC=C(C=C1)[N+](=O)[O-],1.0
drug:2816,NA,GSM99229|GSM99252|GSM99255|GSM99258|GSM99268|GSM99280|GSM99289|GSM99293|GSM99298|GSM99305,Axel,Sevoflurane,DB01236,GSE4386,human,GSM99235|GSM99253|GSM99257|GSM99259|GSM99271|GSM99282|GSM99290|GSM99294|GSM99299|GSM99306,GPL570,5206.0,C(OC(C(F)(F)F)C(F)(F)F)F,1.0
drug:2583,lapatinib-sensitive ErbB2-positive cells treated with 0.1 uM lapatinib,GSM940873|GSM940874|GSM940875,cadimo,Lapatinib,DB01259,GSE38376,human,GSM940876|GSM940877|GSM940878,GPL6947,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:2580,BT474 (lapatinib-sensitive) HER2+ breast cancer cells,GSM799168|GSM799169|GSM799170,cadimo,Lapatinib,DB01259,GSE16179,human,GSM799171|GSM799172|GSM799173,GPL570,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:2581,BT474-J4 (acquired lapatinib-resistance) HER2+ breast cancer cells,GSM799174|GSM799175|GSM799176,cadimo,Lapatinib,DB01259,GSE16179,human,GSM799180|GSM799181|GSM799182,GPL570,208908.0,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,1.0
drug:3619,Uterus - - single injection of 400 ug/kg - 1 Hour after treatment,GSM31735|GSM40014|GSM40028,cadimo,Estradiol,DB00783,GSE2195,mouse,GSM31736|GSM40015|GSM40029,GPL81,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3521,liver,GSM326944|GSM326946|GSM326948|GSM326950|GSM326952,MicrotaskManic,Perfluorooctanoic acid,,GSE13044,mouse,GSM326964|GSM326966|GSM326968|GSM326970|GSM326972,GPL1261,9554.0,C(=O)(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1.0
drug:3418,Frontal Cerebral Cortex - 10mg/kg,GSM190915|GSM195231|GSM195232|GSM195233|GSM195234|GSM195235|GSM195236|GSM195237|GSM195238|GSM195239|GSM195240|GSM195241,cadimo,Permethrin,DB04930,GSE7955,rat,GSM195254|GSM195255|GSM195256|GSM195257|GSM195258|GSM195259|GSM195260|GSM195261,GPL1355,40326.0,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,1.0
drug:2796,NA,GSM201542|GSM201543|GSM201544|GSM201545|GSM201829|GSM201830|GSM201831|GSM201832|GSM201833|GSM201834,Axel,Pioglitazone,DB01132,GSE8157,human,GSM201835|GSM201836|GSM201837|GSM201838|GSM201839|GSM201840|GSM201841|GSM201842|GSM201843|GSM201844,GPL570,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.0
drug:3119,PC-3 prostate cancer cells,GSM86079|GSM86080|GSM86081|GSM86082,AliDot,Arachidonic acid,,GSE3737,human,GSM86083|GSM86084|GSM86085|GSM86086,GPL96,444899.0,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,1.0
drug:2795,3 months,GSM506974|GSM506975|GSM506976|GSM506977|GSM506978|GSM506979|GSM506980|GSM506981,Axel,Pioglitazone,DB01132,GSE20219,rat,GSM506982|GSM506983|GSM506984|GSM506985|GSM506986|GSM506987|GSM506988|GSM506989,GPL1355,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.0
drug:2794,17 months,GSM506990|GSM506991|GSM506992|GSM506993|GSM506994|GSM506995|GSM506996,Axel,Pioglitazone,DB01132,GSE20219,rat,GSM506997|GSM506998|GSM506999|GSM507000|GSM507001|GSM507002,GPL1355,4829.0,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,1.0
drug:2733,NA,GSM659805|GSM659806,Axel,Estradiol,DB00783,GSE26834,human,GSM659807|GSM659808|GSM659809,GPL571,5757.0,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,1.0
drug:3238,paclitaxel-resistant MDA-MB-231 cancer cells,GSM320838|GSM320842|GSM320846|GSM320850,cadimo,Paclitaxel,DB01229,GSE12791,human,GSM320839|GSM320843|GSM320847|GSM320851,GPL96,36314.0,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1.0
drug:3417,Frontal Cerebral Cortex - 1mg/kg,GSM190915|GSM195231|GSM195232|GSM195233|GSM195234|GSM195235|GSM195236|GSM195237|GSM195238|GSM195239|GSM195240|GSM195241,cadimo,Permethrin,DB04930,GSE7955,rat,GSM195242|GSM195243|GSM195248|GSM195249|GSM195250|GSM195251|GSM195252|GSM195253,GPL1355,40326.0,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,1.0
drug:3416,Caco-2 colon cancer cells - 10 days after treatment,GSM174949|GSM174950,cadimo,Quercetin,,GSE7259,human,GSM174947|GSM174948,GPL571,5280343.0,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.0
drug:3415,Caco-2 colon cancer cells - 5 days after treatment,GSM174945|GSM174946,cadimo,Quercetin,,GSE7259,human,GSM174819|GSM174944,GPL571,5280343.0,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,1.0
drug:3414,Testis - animals treated for 20 Hours,GSM240630|GSM240631|GSM240632,cadimo,Cadmium chloride,,GSE9480,rat,GSM240635|GSM240636,GPL1355,24947.0,Cl[Cd]Cl,1.0
drug:3413,Testis - animals treated for 8 Hours,GSM240630|GSM240631|GSM240632,cadimo,Cadmium chloride,,GSE9480,rat,GSM240633|GSM240634,GPL1355,24947.0,Cl[Cd]Cl,1.0
drug:3412,Embryonic FIBROLAST - Rb null mutant,GSM143373|GSM143374|GSM143375,cadimo,Cisplatin,DB00515,GSE6206,mouse,GSM143376|GSM143377|GSM143378,GPL339,441203.0,N.N.Cl[Pt+2]Cl,1.0
drug:3411,LNCaP prostate cancer cells - 16 Hours,GSM190812|GSM190815|GSM190818,cadimo,Androstanolone,,GSE7868,human,GSM190814|GSM190817|GSM190820,GPL570,10635.0,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,1.0
drug:3410,LNCaP prostate cancer cells - 4 Hours,GSM190812|GSM190815|GSM190818,cadimo,Androstanolone,,GSE7868,human,GSM190813|GSM190816|GSM190819,GPL570,10635.0,CC12CCC(=O)CC1CCC3C2CCC4(C3CCC4O)C,1.0
drug:2676,proximal small intestine,GSM42559|GSM42560|GSM42561|GSM42562|GSM42563|GSM42564,Axel,Amoxicillin,DB01060,GSE2354,rat,GSM42541|GSM42542|GSM42543|GSM42544|GSM42546|GSM42547,GPL341,33613.0,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,1.0
drug:2518,Philadelphia chromosome positive CML CD34+ cells,GSM307000|GSM307012|GSM307013|GSM307018|GSM307020|GSM307023,mmluxy,Imatinib (glivec),,GSE12211,human,GSM307028|GSM307030|GSM307031|GSM307032|GSM307053|GSM307072,GPL571,123596.0,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,1.0
drug:3093,OE-E6/7 cells,GSM1319897|GSM1319901|GSM1319905,cadimo,Dexamethasone,DB01234,GSE54608,human,GSM1319900|GSM1319904|GSM1319908,GPL10558,5743.0,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,1.0
drug:3091,kidney,GSM172979|GSM172980|GSM172981,justinenoel,Rosiglitazone,,GSE7193,mouse,GSM172982|GSM172983|GSM172984,GPL1355,77999.0,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,1.0
drug:3090,bronchial biopsies,GSM397588|GSM397589|GSM397590|GSM397591,justinenoel,Fluticasone,,GSE15823,human,GSM397596|GSM397597|GSM397598|GSM397599,GPL8300,5311101.0,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,1.0
